user_id,item_id,timestamp,rating
20,1023,874781037,1
20,922,874781037,1
593,204,874781050,1
20,56,874781067,1
20,1024,874781068,1
593,197,874781076,1
593,206,874781076,1
593,525,874781173,1
593,266,874781173,1
20,832,874781198,1
20,59,874781198,1
20,473,874781198,1
20,602,874781198,1
593,585,874781207,1
20,443,874781257,1
20,190,874781257,1
20,144,874781257,1
20,199,874781303,1
20,499,874781303,1
20,137,874781351,1
20,194,874781352,1
20,336,874781352,1
20,214,874781407,1
20,136,874781407,1
20,302,874781460,1
20,439,874781547,1
20,16,874781628,1
20,304,874781698,1
20,22,874781742,1
20,309,874781742,1
20,544,874781779,1
20,62,874781779,1
20,494,874781829,1
20,21,874781829,1
20,303,874781872,1
20,60,874781915,1
20,92,874781915,1
20,87,874781994,1
20,420,874781994,1
20,464,874781994,1
20,132,874782022,1
20,321,874782022,1
20,360,874782068,1
20,310,874782068,1
20,445,874782100,1
20,669,874782127,1
20,366,874782190,1
20,226,874782190,1
20,191,874782191,1
20,437,874782228,1
593,198,874783018,1
593,207,874783052,1
593,489,874783052,1
593,345,874783298,1
593,263,874783470,1
593,88,874784095,1
153,397,874784266,1
153,529,874784337,1
153,197,874784337,1
153,69,874784338,1
153,244,874784385,1
153,198,874784440,1
153,525,874784440,1
153,464,874784440,1
153,810,874784440,1
153,156,874784466,1
153,619,874784466,1
153,14,874784466,1
153,29,874784497,1
153,532,874784538,1
153,47,874784557,1
153,625,874784575,1
153,270,874784615,1
153,77,874784638,1
153,716,874784638,1
153,122,874784668,1
153,267,874784668,1
153,280,874784712,1
153,587,874784972,1
153,564,874785024,1
153,12,874785165,1
153,539,874785165,1
153,502,874785194,1
153,299,874785233,1
153,134,874785233,1
153,59,874785233,1
153,517,874785348,1
153,609,874785447,1
153,404,874785448,1
153,408,874785474,1
153,13,874785474,1
153,423,874785526,1
153,18,874785526,1
153,154,874785526,1
153,899,874785526,1
153,521,874785526,1
153,190,874785551,1
153,132,874785552,1
153,203,874785582,1
153,194,874785582,1
153,416,874785624,1
153,65,874785624,1
153,333,874785624,1
153,199,874785652,1
153,443,874785675,1
153,249,874785701,1
153,313,874785728,1
153,429,874785728,1
153,437,874785756,1
153,430,874785756,1
153,1047,874785809,1
153,298,874785809,1
153,217,874785809,1
153,323,874785809,1
153,610,874785843,1
153,139,874785843,1
153,543,874785843,1
153,480,874785843,1
153,196,874785843,1
153,191,874785889,1
153,350,874785889,1
153,485,874785926,1
153,314,874785926,1
153,328,874785926,1
153,193,874785926,1
153,58,874785957,1
153,1012,874785957,1
153,140,874785957,1
153,536,874785985,1
153,127,874786016,1
153,144,874786016,1
153,451,874786037,1
153,436,874786066,1
153,415,874786098,1
153,325,874786098,1
153,435,874786098,1
153,640,874786098,1
153,145,874786122,1
153,403,874786220,1
153,103,874786220,1
153,385,874786244,1
37,104,874786337,1
37,40,874786338,1
37,95,874786366,1
37,396,874786366,1
37,41,874786392,1
37,39,874786392,1
37,397,874786392,1
37,231,874786419,1
37,714,874786419,1
37,186,874786419,1
37,771,874786419,1
153,19,874786438,1
37,803,874786439,1
915,141,874786460,1
153,87,874786462,1
37,532,874786467,1
37,45,874786467,1
37,264,874786467,1
37,810,874786467,1
37,197,874786488,1
153,440,874786488,1
153,138,874786512,1
153,21,874786513,1
37,458,874786517,1
37,244,874786517,1
37,268,874786538,1
37,70,874786568,1
37,206,874786568,1
37,267,874786568,1
37,122,874786568,1
37,270,874786568,1
37,263,874786605,1
37,1096,874786605,1
37,47,874786605,1
37,411,874786605,1
37,281,874786632,1
37,42,874786632,1
37,460,874786632,1
37,342,874786657,1
37,651,874786657,1
37,7,874786657,1
593,299,874786664,1
593,599,874786664,1
37,265,874786686,1
37,120,874786686,1
37,332,874786686,1
37,28,874786686,1
37,156,874786686,1
37,582,874786686,1
593,405,874786695,1
37,279,874786713,1
37,135,874786713,1
37,72,874786713,1
37,280,874786734,1
153,64,874786746,1
37,43,874786756,1
37,253,874786756,1
37,88,874786756,1
153,214,874786770,1
153,636,874786770,1
37,69,874786784,1
37,273,874786784,1
37,1007,874786784,1
153,321,874786793,1
37,27,874786807,1
37,917,874786807,1
37,34,874786807,1
37,53,874786831,1
37,456,874786831,1
37,146,874786854,1
37,269,874786854,1
37,96,874786854,1
37,409,874786876,1
37,624,874786876,1
153,211,874786880,1
37,46,874786897,1
37,227,874786897,1
153,339,874786903,1
37,35,874786924,1
37,241,874786924,1
37,118,874786924,1
37,809,874786924,1
153,295,874786926,1
37,919,874786945,1
153,347,874786950,1
37,51,874786964,1
153,329,874786974,1
153,201,874786993,1
37,836,874787006,1
37,454,874787006,1
153,667,874787016,1
153,210,874787017,1
37,277,874787044,1
37,77,874787044,1
153,379,874787059,1
37,55,874787065,1
37,406,874787065,1
153,226,874787083,1
37,54,874787090,1
37,1152,874787091,1
37,587,874787109,1
153,250,874787116,1
153,220,874787116,1
153,337,874787144,1
37,564,874787150,1
37,892,874787150,1
37,246,874787150,1
153,208,874787162,1
37,658,874787172,1
37,870,874787172,1
37,56,874787195,1
37,159,874787195,1
153,431,874787204,1
153,153,874787204,1
37,276,874787214,1
37,184,874787237,1
153,167,874787256,1
153,235,874787288,1
37,293,874787300,1
153,617,874787330,1
153,16,874787330,1
153,11,874787350,1
37,311,874787353,1
37,249,874787353,1
37,1047,874787353,1
37,469,874787353,1
153,367,874787370,1
37,154,874787376,1
523,672,874787387,1
37,598,874787407,1
37,929,874787407,1
37,542,874787407,1
37,60,874787407,1
153,369,874787410,1
37,302,874787441,1
37,324,874787441,1
37,548,874787441,1
37,321,874787441,1
37,546,874787441,1
153,336,874787449,1
37,491,874787467,1
37,307,874787467,1
37,445,874787467,1
37,247,874787496,1
37,304,874787496,1
37,163,874787496,1
37,473,874787497,1
37,668,874787526,1
37,299,874787526,1
37,471,874787526,1
37,607,874787526,1
37,640,874787526,1
37,308,874787549,1
37,297,874787549,1
37,499,874787549,1
153,20,874787587,1
153,1048,874787647,1
153,223,874787738,1
153,375,874787774,1
153,718,874787860,1
153,258,874787861,1
153,327,874788045,1
153,766,874788187,1
153,448,874788290,1
153,1227,874788318,1
153,182,874788388,1
153,442,874788443,1
523,223,874788566,1
523,436,874788755,1
845,398,874788804,1
523,776,874788957,1
153,180,874789001,1
845,289,874789005,1
845,627,874789084,1
845,271,874789109,1
523,817,874789155,1
153,418,874789279,1
153,425,874789279,1
153,102,874789299,1
523,80,874789332,1
523,167,874789474,1
523,1250,874789538,1
523,181,874789704,1
523,758,874789704,1
523,914,874790439,1
523,83,874790629,1
523,762,874790629,1
37,260,874790773,1
37,519,874790773,1
37,1042,874790773,1
37,594,874790801,1
523,82,874790813,1
37,21,874790826,1
37,234,874790826,1
37,63,874790855,1
37,78,874790855,1
37,671,874790875,1
37,805,874790903,1
37,157,874790903,1
37,493,874790903,1
37,440,874790926,1
523,853,874790930,1
37,303,874790952,1
37,741,874790972,1
37,1100,874790995,1
37,255,874790996,1
37,732,874790996,1
523,386,874790998,1
37,358,874791025,1
37,344,874791025,1
37,833,874791048,1
37,503,874791101,1
37,310,874791101,1
37,74,874791101,1
37,562,874791101,1
37,824,874791102,1
37,256,874791102,1
37,192,874791102,1
37,220,874791123,1
37,813,874791145,1
37,250,874791145,1
37,44,874791169,1
37,296,874791169,1
37,641,874791169,1
523,687,874791172,1
37,448,874791194,1
37,638,874791194,1
37,530,874791194,1
37,669,874791194,1
37,305,874791214,1
37,22,874791236,1
37,238,874791257,1
37,16,874791297,1
37,360,874791316,1
37,876,874791339,1
37,380,874791339,1
37,737,874791383,1
37,375,874791383,1
37,441,874791407,1
37,86,874791407,1
523,252,874791420,1
37,778,874791444,1
37,744,874791464,1
37,1177,874791487,1
37,835,874791488,1
37,541,874791506,1
523,831,874791506,1
37,642,874791527,1
37,1178,874791623,1
37,59,874791623,1
37,141,874791623,1
37,137,874791623,1
37,13,874791623,1
37,237,874791623,1
37,139,874791667,1
37,145,874791667,1
37,19,874791667,1
37,140,874791667,1
523,236,874791671,1
37,1179,874791694,1
37,368,874791695,1
37,132,874791747,1
523,682,874791786,1
523,654,874791786,1
37,842,874791805,1
37,667,874791805,1
37,315,874791806,1
37,1180,874791806,1
37,36,874791830,1
523,925,874791850,1
37,10,874791870,1
37,373,874791871,1
37,165,874791871,1
37,236,874791871,1
37,12,874791871,1
37,155,874791894,1
37,670,874791894,1
37,1181,874791932,1
37,387,874791932,1
37,32,874791960,1
37,369,874791960,1
37,134,874791960,1
37,453,874791960,1
37,361,874791960,1
523,883,874791976,1
523,871,874791976,1
37,26,874791993,1
37,31,874791993,1
37,20,874791993,1
37,131,874792018,1
37,556,874792018,1
37,481,874792018,1
523,34,874792031,1
37,825,874792040,1
37,362,874792094,1
37,381,874792094,1
37,136,874792094,1
37,880,874792094,1
37,23,874792094,1
37,940,874792118,1
37,679,874792118,1
523,291,874792142,1
37,182,874792143,1
37,860,874792143,1
37,749,874792168,1
37,185,874792189,1
810,95,874792194,1
37,167,874792216,1
523,722,874792232,1
37,176,874792237,1
37,690,874792277,1
37,720,874792277,1
810,1097,874792285,1
810,47,874792285,1
37,290,874792310,1
37,873,874792310,1
37,160,874792310,1
37,219,874792366,1
37,199,874792366,1
37,65,874792366,1
37,194,874792366,1
810,408,874792369,1
810,525,874792369,1
37,196,874792401,1
37,193,874792401,1
37,216,874792402,1
37,313,874792402,1
37,336,874792402,1
810,591,874792403,1
37,190,874792435,1
37,191,874792435,1
37,209,874792436,1
37,68,874792436,1
37,58,874792436,1
37,213,874792436,1
37,222,874792436,1
810,70,874792442,1
37,208,874792483,1
37,221,874792483,1
37,212,874792483,1
37,201,874792483,1
37,224,874792483,1
37,210,874792483,1
810,276,874792491,1
810,88,874792491,1
37,93,874792519,1
37,75,874792520,1
37,226,874792520,1
37,225,874792520,1
37,442,874792520,1
37,645,874792520,1
810,197,874792521,1
810,411,874792521,1
37,309,874792547,1
37,557,874792547,1
37,748,874792547,1
37,205,874792547,1
37,87,874792547,1
810,266,874792570,1
810,406,874792570,1
37,80,874792574,1
37,91,874792574,1
37,211,874792574,1
810,27,874792591,1
37,73,874792601,1
37,863,874792601,1
37,1182,874792634,1
37,882,874792634,1
37,240,874792634,1
37,762,874792634,1
37,753,874792634,1
37,172,874792634,1
810,118,874792650,1
37,352,874792663,1
37,354,874792663,1
37,127,874792663,1
37,479,874792663,1
37,430,874792663,1
37,742,874792663,1
37,338,874792663,1
37,507,874792692,1
37,930,874792692,1
37,385,874792692,1
37,828,874792692,1
37,766,874792692,1
37,478,874792692,1
37,337,874792692,1
810,581,874792698,1
37,637,874792711,1
37,1183,874792745,1
37,674,874792745,1
37,680,874792745,1
810,46,874792752,1
810,342,874792752,1
37,1184,874792767,1
37,866,874792767,1
810,453,874792778,1
37,934,874792793,1
37,806,874792794,1
37,932,874792794,1
810,270,874792813,1
810,456,874792813,1
810,489,874792835,1
37,483,874792839,1
37,610,874792839,1
37,447,874792839,1
37,103,874792839,1
810,409,874792860,1
37,734,874792870,1
37,451,874792870,1
37,718,874792870,1
37,735,874792870,1
37,102,874792870,1
37,436,874792870,1
810,1025,874792889,1
810,267,874792889,1
37,675,874792907,1
37,431,874792907,1
37,101,874792907,1
37,415,874792907,1
37,830,874792907,1
37,685,874792945,1
37,738,874792945,1
37,444,874792969,1
37,901,874792969,1
37,990,874792989,1
810,77,874793022,1
810,629,874793022,1
810,564,874793022,1
37,648,874793035,1
37,662,874793035,1
37,1079,874793035,1
37,618,874793035,1
810,17,874793049,1
37,1073,874793062,1
37,98,874793062,1
37,855,874793092,1
37,721,874793118,1
810,43,874793130,1
810,52,874793196,1
37,944,874793198,1
810,51,874793218,1
810,55,874793218,1
810,247,874793368,1
810,304,874793418,1
810,321,874793469,1
810,1005,874793469,1
810,311,874793517,1
810,299,874793517,1
810,58,874793517,1
810,405,874793517,1
810,333,874793574,1
810,312,874793574,1
810,606,874793574,1
810,302,874793649,1
810,418,874793649,1
810,423,874793649,1
810,199,874793773,1
810,152,874793773,1
810,756,874793773,1
810,443,874793806,1
810,59,874793847,1
810,127,874793847,1
810,297,874793848,1
810,317,874793848,1
810,416,874793848,1
523,1086,874793852,1
810,437,874793898,1
810,210,874793898,1
810,426,874793898,1
810,103,874793898,1
810,21,874793933,1
810,102,874793969,1
523,868,874794386,1
523,160,874794386,1
37,339,874795448,1
37,636,874795500,1
37,258,874795538,1
37,1185,874795574,1
37,475,874795613,1
37,404,874795613,1
523,1279,874795634,1
37,81,874795637,1
37,61,874795637,1
37,243,874795704,1
37,62,874795704,1
37,119,874795729,1
37,807,874795729,1
37,79,874795751,1
37,859,874795772,1
37,83,874795772,1
37,687,874795795,1
37,686,874795795,1
37,849,874795795,1
37,71,874795823,1
37,927,874795823,1
37,82,874795823,1
37,838,874795823,1
37,472,874795868,1
37,808,874795888,1
37,323,874795928,1
37,501,874795949,1
523,861,874795951,1
37,547,874795988,1
37,993,874795988,1
37,633,874796116,1
523,924,874796151,1
37,1053,874796201,1
37,215,874796373,1
37,228,874796373,1
37,1023,874796373,1
37,1186,874796412,1
37,340,874796412,1
37,881,874796412,1
523,882,874796421,1
18,231,874805453,1
18,39,874805453,1
18,515,874805577,1
18,714,874805610,1
18,88,874805668,1
18,253,874805699,1
18,526,874805699,1
18,120,874805768,1
18,197,874805804,1
18,261,874805804,1
18,819,874805804,1
18,280,874805860,1
18,198,874805860,1
18,274,874805892,1
18,468,874805892,1
18,264,874805892,1
18,281,874805893,1
18,69,874805927,1
18,812,874805927,1
18,915,874805927,1
18,463,874805927,1
18,43,874805927,1
18,135,874805958,1
18,52,874805958,1
18,122,874805958,1
18,46,874805984,1
18,916,874805984,1
18,77,874805984,1
18,651,874806006,1
101,238,874809057,1
101,197,874809057,1
101,127,874809091,1
101,60,874809192,1
101,297,874809292,1
845,399,874809850,1
34,1,874813268,1
34,204,874813477,1
34,809,874813703,1
34,270,874813703,1
34,1101,874813703,1
34,582,874813703,1
34,280,874813703,1
809,104,874815541,1
809,1116,874815542,1
809,40,874815542,1
809,112,874815593,1
809,95,874815593,1
809,39,874815593,1
809,398,874815649,1
809,710,874815649,1
809,186,874815679,1
809,396,874815679,1
809,231,874815789,1
809,515,874815789,1
809,513,874815789,1
809,270,874815835,1
809,846,874815835,1
809,207,874815835,1
809,46,874815835,1
809,489,874815836,1
809,526,874815836,1
809,261,874815836,1
809,464,874815885,1
809,244,874815885,1
809,458,874815885,1
809,51,874815947,1
809,120,874815947,1
809,122,874815947,1
809,219,874815947,1
809,135,874815947,1
809,271,874815947,1
809,70,874815947,1
809,77,874815947,1
809,55,874816007,1
809,227,874816007,1
809,725,874816007,1
809,564,874816007,1
809,762,874816007,1
239,1044,874824313,1
239,31,874825826,1
239,856,874825826,1
239,687,874825826,1
239,868,874825826,1
239,185,874825826,1
239,180,874825826,1
239,1326,874825827,1
749,104,874826502,1
749,40,874826502,1
749,20,874826565,1
749,270,874826629,1
749,979,874827023,1
749,323,874827062,1
749,408,874827103,1
749,627,874827247,1
749,900,874827283,1
749,1126,874827486,1
889,104,874827508,1
889,39,874827526,1
889,397,874827595,1
749,140,874827614,1
889,45,874827623,1
889,270,874827725,1
749,280,874827755,1
749,13,874827755,1
889,95,874827789,1
889,255,874827818,1
749,324,874827884,1
749,171,874827920,1
889,506,874827960,1
749,242,874828027,1
749,513,874828027,1
889,88,874828097,1
889,274,874828163,1
749,314,874828242,1
749,1187,874828278,1
889,802,874828296,1
889,803,874828296,1
889,186,874828296,1
749,348,874828349,1
889,1,874828384,1
749,102,874828391,1
749,261,874828453,1
889,120,874828569,1
889,666,874828569,1
749,198,874828592,1
749,304,874828592,1
749,190,874828640,1
749,203,874828640,1
889,332,874828649,1
889,219,874828649,1
749,194,874828769,1
889,70,874828772,1
889,27,874828772,1
889,591,874828772,1
889,1152,874828812,1
749,70,874828826,1
749,196,874828826,1
749,120,874828826,1
749,200,874828826,1
889,77,874828864,1
889,279,874828864,1
889,51,874828864,1
889,409,874828864,1
889,342,874828897,1
749,136,874828902,1
749,92,874828903,1
749,172,874828967,1
749,51,874828967,1
749,201,874828967,1
749,207,874828967,1
889,1069,874828981,1
749,217,874829010,1
889,280,874829035,1
889,34,874829056,1
889,846,874829129,1
749,91,874829152,1
749,82,874829152,1
749,46,874829152,1
889,98,874829161,1
889,146,874829161,1
749,241,874829174,1
889,288,874829187,1
889,564,874829230,1
889,246,874829249,1
889,861,874829249,1
749,415,874829258,1
749,103,874829258,1
749,447,874829258,1
749,101,874829258,1
889,118,874829287,1
889,884,874829287,1
749,456,874829296,1
749,618,874829296,1
749,451,874829333,1
749,1086,874829333,1
889,652,874829355,1
749,738,874829373,1
889,267,874829427,1
749,308,874829446,1
749,297,874829484,1
749,636,874829637,1
749,453,874829637,1
749,379,874829637,1
749,17,874829670,1
749,26,874829705,1
889,79,874829706,1
889,59,874829733,1
889,855,874829733,1
749,258,874829743,1
749,369,874829743,1
889,473,874829753,1
889,191,874829883,1
889,198,874829883,1
749,480,874829924,1
749,333,874829924,1
749,42,874829924,1
749,81,874829924,1
889,265,874829968,1
749,58,874829990,1
749,43,874830026,1
749,1245,874830068,1
889,193,874830101,1
749,75,874830103,1
889,210,874830122,1
889,881,874830137,1
889,301,874830160,1
889,594,874830160,1
749,73,874830168,1
749,48,874830305,1
889,46,874830313,1
889,190,874830314,1
889,825,874830338,1
749,658,874830344,1
749,651,874830344,1
889,845,874830372,1
889,287,874830372,1
889,687,874830424,1
749,85,874830432,1
749,431,874830513,1
749,267,874830550,1
749,735,874830598,1
749,440,874830675,1
749,336,874830748,1
749,736,874830790,1
749,1079,874830819,1
749,647,874830864,1
749,96,874830864,1
749,749,874830908,1
749,718,874830908,1
749,434,874830954,1
749,290,874830998,1
749,841,874831050,1
749,388,874831050,1
749,210,874831194,1
749,246,874831227,1
749,734,874831227,1
749,404,874831383,1
749,417,874831383,1
749,47,874831383,1
749,197,874831383,1
749,441,874831383,1
749,313,874831383,1
749,372,874831383,1
749,629,874831383,1
749,436,874831383,1
749,810,874831383,1
749,515,874832096,1
749,397,874832096,1
749,714,874832132,1
749,1044,874832788,1
749,152,874832788,1
18,799,874833603,1
18,489,874833668,1
18,267,874833668,1
18,582,874833668,1
18,411,874833687,1
18,458,874833705,1
18,279,874833726,1
18,342,874833746,1
18,15,874833746,1
18,407,874833788,1
18,72,874833827,1
18,276,874833841,1
18,564,874833857,1
18,51,874833878,1
18,285,874833878,1
18,272,874833911,1
18,917,874833936,1
18,918,874833936,1
18,241,874833936,1
18,657,874833962,1
18,271,874833962,1
18,919,874833962,1
18,836,874833983,1
18,146,874834001,1
18,76,874834019,1
18,409,874834019,1
18,726,874834037,1
18,660,874834054,1
18,44,874834054,1
18,54,874834071,1
18,820,874834128,1
18,920,874834146,1
18,184,874834165,1
18,289,874834165,1
18,884,874834184,1
18,34,874834220,1
18,370,874834236,1
18,588,874834254,1
18,273,874834254,1
18,246,874834289,1
18,123,874834308,1
18,921,874834323,1
18,922,874834345,1
18,923,874834345,1
18,924,874834358,1
18,291,874834388,1
18,50,874834388,1
18,159,874834389,1
18,846,874834389,1
18,244,874834481,1
18,461,874834481,1
18,332,874834481,1
18,95,874834481,1
18,219,874834481,1
18,270,874834481,1
18,464,874834481,1
18,70,874834481,1
18,47,874834481,1
18,265,874834481,1
18,59,874834701,1
18,475,874834701,1
18,60,874834701,1
18,127,874834701,1
18,65,874834735,1
18,333,874834735,1
18,540,874834735,1
18,477,874834768,1
18,351,874834768,1
18,78,874834768,1
18,243,874834768,1
18,62,874834768,1
18,63,874834768,1
18,79,874834799,1
18,84,874834799,1
18,479,874834799,1
18,828,874834799,1
18,58,874834799,1
18,73,874834799,1
18,224,874834799,1
18,85,874834827,1
18,674,874834827,1
18,371,874834827,1
18,806,874834827,1
18,155,874834850,1
18,481,874834850,1
18,740,874834850,1
18,83,874834875,1
18,74,874834875,1
18,352,874834875,1
18,67,874834876,1
18,75,874834895,1
18,925,874834895,1
18,926,874834914,1
18,672,874834914,1
18,80,874834914,1
18,71,874834944,1
18,927,874834944,1
18,119,874834944,1
18,859,874834944,1
18,680,874834944,1
18,928,874834944,1
18,358,874834963,1
18,686,874834963,1
18,632,874834963,1
18,215,874835024,1
18,473,874835024,1
18,929,874835024,1
18,141,874835062,1
18,199,874835062,1
18,213,874835062,1
18,304,874835062,1
18,191,874835062,1
18,190,874835062,1
18,193,874835091,1
18,242,874835091,1
18,194,874835116,1
18,336,874835116,1
18,87,874835141,1
18,93,874835141,1
18,92,874835141,1
18,557,874835165,1
18,386,874835165,1
18,200,874835165,1
18,201,874835165,1
18,309,874835198,1
18,381,874835198,1
18,205,874835198,1
18,748,874835198,1
18,91,874835218,1
18,743,874835242,1
18,751,874835242,1
18,843,874835242,1
18,691,874835279,1
18,864,874835279,1
37,922,874836608,1
37,158,874836608,1
37,846,874836629,1
37,920,874836629,1
37,1162,874836682,1
37,631,874836682,1
37,823,874836682,1
37,429,874836703,1
37,343,874836725,1
928,302,874853605,1
928,253,874853605,1
928,247,874853605,1
928,437,874853605,1
928,304,874853634,1
928,299,874853635,1
928,237,874853635,1
928,249,874853666,1
928,103,874853666,1
928,59,874853688,1
928,127,874853734,1
928,432,874853734,1
928,136,874853734,1
928,548,874853755,1
928,238,874853779,1
928,19,874853779,1
928,18,874853819,1
928,58,874853819,1
928,313,874853819,1
928,305,874853846,1
928,137,874853869,1
928,206,874853898,1
928,473,874853899,1
928,264,874853927,1
928,47,874853927,1
928,303,874853927,1
928,163,874853957,1
928,1178,874853957,1
928,194,874853957,1
928,333,874853957,1
928,321,874853977,1
928,267,874853977,1
928,255,874854009,1
928,250,874854031,1
928,1215,874854031,1
928,518,874854062,1
928,204,874854062,1
928,202,874854081,1
928,197,874854100,1
928,1100,874854100,1
928,243,874854135,1
928,256,874854135,1
928,144,874854135,1
928,60,874854135,1
928,326,874854161,1
928,297,874854161,1
928,140,874854190,1
928,244,874854190,1
928,81,874854190,1
928,766,874854217,1
928,778,874854217,1
928,203,874854217,1
928,134,874854251,1
928,138,874854251,1
928,152,874854251,1
928,409,874854251,1
928,192,874854294,1
928,270,874854294,1
928,411,874854294,1
928,196,874854315,1
928,217,874854338,1
928,474,874854338,1
928,159,874854383,1
928,141,874854383,1
928,198,874854383,1
928,332,874854383,1
928,261,874854402,1
928,328,874854424,1
928,405,874854424,1
928,324,874854444,1
928,154,874854444,1
928,352,874854461,1
928,616,874854479,1
928,201,874854589,1
928,28,874854589,1
928,78,874854611,1
928,342,874854611,1
928,667,874854629,1
928,157,874854651,1
928,732,874854652,1
928,742,874854678,1
928,139,874854678,1
928,479,874854678,1
928,369,874854696,1
928,221,874854697,1
928,494,874854723,1
928,145,874854723,1
